alpha_deg	beta_deg	gamma_deg	sse	sum_diff
85.00	66.00	79.00	0.03748785	-0.22182456
85.00	66.00	101.00	0.03748785	-0.22182456
85.00	66.00	169.00	0.03748785	-0.22182456
85.00	114.00	11.00	0.03748785	-0.22182456
85.00	114.00	79.00	0.03748785	-0.22182456
85.00	114.00	101.00	0.03748785	-0.22182456
85.00	114.00	169.00	0.03748785	-0.22182456
86.00	66.00	11.00	0.03748785	-0.22182456
86.00	66.00	79.00	0.03748785	-0.22182456
86.00	66.00	101.00	0.03748785	-0.22182456
86.00	66.00	169.00	0.03748785	-0.22182456
86.00	114.00	11.00	0.03748785	-0.22182456
86.00	114.00	79.00	0.03748785	-0.22182456
86.00	114.00	101.00	0.03748785	-0.22182456
86.00	114.00	169.00	0.03748785	-0.22182456
87.00	66.00	11.00	0.03748785	-0.22182456
87.00	66.00	79.00	0.03748785	-0.22182456
87.00	66.00	101.00	0.03748785	-0.22182456
87.00	66.00	169.00	0.03748785	-0.22182456
87.00	114.00	11.00	0.03748785	-0.22182456
87.00	114.00	79.00	0.03748785	-0.22182456
87.00	114.00	101.00	0.03748785	-0.22182456
87.00	114.00	169.00	0.03748785	-0.22182456
88.00	66.00	11.00	0.03748785	-0.22182456
88.00	66.00	79.00	0.03748785	-0.22182456
88.00	66.00	101.00	0.03748785	-0.22182456
88.00	66.00	169.00	0.03748785	-0.22182456
88.00	114.00	11.00	0.03748785	-0.22182456
88.00	114.00	79.00	0.03748785	-0.22182456
88.00	114.00	101.00	0.03748785	-0.22182456
88.00	114.00	169.00	0.03748785	-0.22182456
89.00	66.00	11.00	0.03748785	-0.22182456
89.00	66.00	79.00	0.03748785	-0.22182456
89.00	66.00	101.00	0.03748785	-0.22182456
89.00	66.00	169.00	0.03748785	-0.22182456
89.00	114.00	11.00	0.03748785	-0.22182456
89.00	114.00	79.00	0.03748785	-0.22182456
89.00	114.00	101.00	0.03748785	-0.22182456
89.00	114.00	169.00	0.03748785	-0.22182456
90.00	66.00	11.00	0.03748785	-0.22182456
90.00	66.00	79.00	0.03748785	-0.22182456
90.00	66.00	101.00	0.03748785	-0.22182456
90.00	66.00	169.00	0.03748785	-0.22182456
90.00	114.00	11.00	0.03748785	-0.22182456
90.00	114.00	79.00	0.03748785	-0.22182456
90.00	114.00	101.00	0.03748785	-0.22182456
90.00	114.00	169.00	0.03748785	-0.22182456
91.00	66.00	11.00	0.03748785	-0.22182456
91.00	66.00	79.00	0.03748785	-0.22182456
91.00	66.00	101.00	0.03748785	-0.22182456
91.00	66.00	169.00	0.03748785	-0.22182456
91.00	114.00	11.00	0.03748785	-0.22182456
91.00	114.00	79.00	0.03748785	-0.22182456
91.00	114.00	101.00	0.03748785	-0.22182456
91.00	114.00	169.00	0.03748785	-0.22182456
92.00	66.00	11.00	0.03748785	-0.22182456
92.00	66.00	79.00	0.03748785	-0.22182456
92.00	66.00	101.00	0.03748785	-0.22182456
92.00	66.00	169.00	0.03748785	-0.22182456
92.00	114.00	11.00	0.03748785	-0.22182456
92.00	114.00	79.00	0.03748785	-0.22182456
92.00	114.00	101.00	0.03748785	-0.22182456
92.00	114.00	169.00	0.03748785	-0.22182456
93.00	66.00	11.00	0.03748785	-0.22182456
93.00	66.00	79.00	0.03748785	-0.22182456
93.00	66.00	101.00	0.03748785	-0.22182456
93.00	66.00	169.00	0.03748785	-0.22182456
93.00	114.00	11.00	0.03748785	-0.22182456
93.00	114.00	79.00	0.03748785	-0.22182456
93.00	114.00	101.00	0.03748785	-0.22182456
93.00	114.00	169.00	0.03748785	-0.22182456
94.00	66.00	11.00	0.03748785	-0.22182456
94.00	66.00	79.00	0.03748785	-0.22182456
94.00	66.00	101.00	0.03748785	-0.22182456
94.00	66.00	169.00	0.03748785	-0.22182456
94.00	114.00	11.00	0.03748785	-0.22182456
94.00	114.00	79.00	0.03748785	-0.22182456
94.00	114.00	101.00	0.03748785	-0.22182456
94.00	114.00	169.00	0.03748785	-0.22182456
95.00	66.00	11.00	0.03748785	-0.22182456
95.00	66.00	79.00	0.03748785	-0.22182456
95.00	66.00	101.00	0.03748785	-0.22182456
95.00	66.00	169.00	0.03748785	-0.22182456
95.00	114.00	11.00	0.03748785	-0.22182456
95.00	114.00	79.00	0.03748785	-0.22182456
95.00	114.00	101.00	0.03748785	-0.22182456
95.00	114.00	169.00	0.03748785	-0.22182456
96.00	66.00	11.00	0.03748785	-0.22182456
96.00	66.00	79.00	0.03748785	-0.22182456
96.00	66.00	101.00	0.03748785	-0.22182456
96.00	66.00	169.00	0.03748785	-0.22182456
96.00	114.00	11.00	0.03748785	-0.22182456
96.00	114.00	79.00	0.03748785	-0.22182456
96.00	114.00	101.00	0.03748785	-0.22182456
96.00	114.00	169.00	0.03748785	-0.22182456
97.00	66.00	11.00	0.03748785	-0.22182456
97.00	66.00	79.00	0.03748785	-0.22182456
97.00	66.00	101.00	0.03748785	-0.22182456
97.00	66.00	169.00	0.03748785	-0.22182456
97.00	114.00	11.00	0.03748785	-0.22182456
97.00	114.00	79.00	0.03748785	-0.22182456
97.00	114.00	101.00	0.03748785	-0.22182456
97.00	114.00	169.00	0.03748785	-0.22182456
98.00	66.00	11.00	0.03748785	-0.22182456
98.00	66.00	79.00	0.03748785	-0.22182456
98.00	66.00	101.00	0.03748785	-0.22182456
98.00	66.00	169.00	0.03748785	-0.22182456
98.00	114.00	11.00	0.03748785	-0.22182456
98.00	114.00	79.00	0.03748785	-0.22182456
98.00	114.00	101.00	0.03748785	-0.22182456
98.00	114.00	169.00	0.03748785	-0.22182456
99.00	66.00	11.00	0.03748785	-0.22182456
99.00	66.00	79.00	0.03748785	-0.22182456
99.00	66.00	101.00	0.03748785	-0.22182456
99.00	66.00	169.00	0.03748785	-0.22182456
99.00	114.00	11.00	0.03748785	-0.22182456
99.00	114.00	79.00	0.03748785	-0.22182456
99.00	114.00	101.00	0.03748785	-0.22182456
99.00	114.00	169.00	0.03748785	-0.22182456
100.00	66.00	11.00	0.03748785	-0.22182456
100.00	66.00	79.00	0.03748785	-0.22182456
100.00	66.00	101.00	0.03748785	-0.22182456
100.00	66.00	169.00	0.03748785	-0.22182456
100.00	114.00	11.00	0.03748785	-0.22182456
100.00	114.00	79.00	0.03748785	-0.22182456
100.00	114.00	101.00	0.03748785	-0.22182456
100.00	114.00	169.00	0.03748785	-0.22182456
101.00	66.00	11.00	0.03748785	-0.22182456
101.00	66.00	79.00	0.03748785	-0.22182456
101.00	66.00	101.00	0.03748785	-0.22182456
101.00	66.00	169.00	0.03748785	-0.22182456
101.00	114.00	11.00	0.03748785	-0.22182456
101.00	114.00	79.00	0.03748785	-0.22182456
101.00	114.00	101.00	0.03748785	-0.22182456
101.00	114.00	169.00	0.03748785	-0.22182456
102.00	66.00	11.00	0.03748785	-0.22182456
102.00	66.00	79.00	0.03748785	-0.22182456
102.00	66.00	101.00	0.03748785	-0.22182456
102.00	66.00	169.00	0.03748785	-0.22182456
102.00	114.00	11.00	0.03748785	-0.22182456
102.00	114.00	79.00	0.03748785	-0.22182456
102.00	114.00	101.00	0.03748785	-0.22182456
102.00	114.00	169.00	0.03748785	-0.22182456
103.00	66.00	11.00	0.03748785	-0.22182456
103.00	66.00	79.00	0.03748785	-0.22182456
103.00	66.00	101.00	0.03748785	-0.22182456
103.00	66.00	169.00	0.03748785	-0.22182456
103.00	114.00	11.00	0.03748785	-0.22182456
103.00	114.00	79.00	0.03748785	-0.22182456
103.00	114.00	101.00	0.03748785	-0.22182456
103.00	114.00	169.00	0.03748785	-0.22182456
104.00	66.00	11.00	0.03748785	-0.22182456
104.00	66.00	79.00	0.03748785	-0.22182456
104.00	66.00	101.00	0.03748785	-0.22182456
104.00	66.00	169.00	0.03748785	-0.22182456
104.00	114.00	11.00	0.03748785	-0.22182456
104.00	114.00	79.00	0.03748785	-0.22182456
104.00	114.00	101.00	0.03748785	-0.22182456
104.00	114.00	169.00	0.03748785	-0.22182456
105.00	66.00	11.00	0.03748785	-0.22182456
105.00	66.00	79.00	0.03748785	-0.22182456
105.00	66.00	101.00	0.03748785	-0.22182456
105.00	66.00	169.00	0.03748785	-0.22182456
105.00	114.00	11.00	0.03748785	-0.22182456
105.00	114.00	79.00	0.03748785	-0.22182456
105.00	114.00	101.00	0.03748785	-0.22182456
105.00	114.00	169.00	0.03748785	-0.22182456
106.00	66.00	11.00	0.03748785	-0.22182456
106.00	66.00	79.00	0.03748785	-0.22182456
106.00	66.00	101.00	0.03748785	-0.22182456
106.00	66.00	169.00	0.03748785	-0.22182456
106.00	114.00	11.00	0.03748785	-0.22182456
106.00	114.00	79.00	0.03748785	-0.22182456
106.00	114.00	101.00	0.03748785	-0.22182456
106.00	114.00	169.00	0.03748785	-0.22182456
107.00	66.00	11.00	0.03748785	-0.22182456
107.00	66.00	79.00	0.03748785	-0.22182456
107.00	66.00	101.00	0.03748785	-0.22182456
107.00	66.00	169.00	0.03748785	-0.22182456
107.00	114.00	11.00	0.03748785	-0.22182456
107.00	114.00	79.00	0.03748785	-0.22182456
107.00	114.00	101.00	0.03748785	-0.22182456
107.00	114.00	169.00	0.03748785	-0.22182456
108.00	66.00	11.00	0.03748785	-0.22182456
108.00	66.00	79.00	0.03748785	-0.22182456
108.00	66.00	101.00	0.03748785	-0.22182456
108.00	66.00	169.00	0.03748785	-0.22182456
108.00	114.00	11.00	0.03748785	-0.22182456
108.00	114.00	79.00	0.03748785	-0.22182456
108.00	114.00	101.00	0.03748785	-0.22182456
108.00	114.00	169.00	0.03748785	-0.22182456
109.00	66.00	11.00	0.03748785	-0.22182456
109.00	66.00	79.00	0.03748785	-0.22182456
109.00	66.00	101.00	0.03748785	-0.22182456
109.00	66.00	169.00	0.03748785	-0.22182456
109.00	114.00	11.00	0.03748785	-0.22182456
109.00	114.00	79.00	0.03748785	-0.22182456
109.00	114.00	101.00	0.03748785	-0.22182456
109.00	114.00	169.00	0.03748785	-0.22182456
110.00	66.00	11.00	0.03748785	-0.22182456
110.00	66.00	79.00	0.03748785	-0.22182456
110.00	66.00	101.00	0.03748785	-0.22182456
110.00	66.00	169.00	0.03748785	-0.22182456
110.00	114.00	11.00	0.03748785	-0.22182456
110.00	114.00	79.00	0.03748785	-0.22182456
110.00	114.00	101.00	0.03748785	-0.22182456
110.00	114.00	169.00	0.03748785	-0.22182456
